objectid,filename,title,creator,description,date,date is approximate?,subject,location,latitude,longitude,digital collection,source,identifier,digital_source,format original,format,type,rights,rights (standardized),language
shitamae043,mg387_03_043.pdf,Transcription of Letter to Shihei (George) Shitamae from Yoshiko Shitamae [5],"Shitamae, Yoshiko","Letter from George Shihei Shitamae's niece, Yoshiko, telling him about how a few members of the family are still sick and staying home together but they have a stove so they do not freeze. Papa is trying to build furtinure in front of the stove but it isn't easy and is frustrating him. Yoshiko is not working at the hospital but Fumiko and Miyoko are.Yoshiko wanted to send a picture but the government confiscated all cameras during forced relocation, asks George to send a picture of himself.",10/29/1942,no,weather;illness;cameras (photographic equipment);occupations (livelihoods),"Twin Falls, Idaho",42.5558,-114.4701,,George Shihei Shitamae papers,mg387_03_043,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
shitamae044,mg387_03_044.pdf,Transcription of Letter to Shihei (George) Shitamae from Yoshiko Shitamae [6],"Shitamae, Yoshiko","Letter from George Shihei Shitamae's niece, Yoshiko, telling him about how a few members of the family are still sick and staying home together but they have a stove so they do not freeze. Papa is trying to build furtinure in front of the stove but it isn't easy and is frustrating him. Yoshiko is not working at the hospital but Fumiko and Miyoko are. Yoshiko wanted to send a picture but the government confiscated all cameras during forced relocation, asks George to send a picture of himself.",10/29/1942,no,weather;illness;cameras (photographic equipment);occupations (livelihoods),"Twin Falls, Idaho",42.5558,-114.4701,,George Shihei Shitamae papers,mg387_03_044,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
shitamae045,mg387_03_045.pdf,Transcription of Letter to Shihei (George) Shitamae from Yoshiko Shitamae [7],"Shitamae, Yoshiko","Letter from George Shihei Shitamae's niece, Yoshiko, telling him that the family misses him terribly and are hearing talks of famiies being reunited together soon, she compares it to a bad dream being separted. it had started so snow in Idaho and that has made the landscape beautiful. They had a nice Thanksgiving in the dining hall and are preparing for Christmas.",12/7/1942,no,weather;holidays;,"Twin Falls, Idaho",42.5558,-114.4701,,George Shihei Shitamae papers,mg387_03_045,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
shitamae046,mg387_03_046.pdf,Transcription of Letter to Shihei (George) Shitamae from Miyoko Shitamae [6],"Shitamae, Miyoko","Letter from George Shihei Shitamae's niece, Miyoko, expressing frustration that all mail is going through New York and then down to its addressed destination. The letter also asks if the celery extract came and what it is used for. It continues to snow and that means everyone is cramped in the house but Papa has made furniture and shelves so things can be stored out of the way. Miyoko also talks about her child and wishes George could watch them grow.",12/1/1942,yes,weather;working;children (people by age group);family life,"Twin Falls, Idaho",42.5558,-114.4701,,George Shihei Shitamae papers,mg387_03_046,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
shitamae047,mg387_03_047.pdf,Transcription of Letter to Shihei (George) Shitamae from Yoshiko Shitamae [8],"Shitamae, Yoshiko","Letter from George Shihei Shitamae's niece, Yoshiko, telling him that they miss him and hope he is in good health. Talks about the Christmas decorating compeition between the mess halls. Also thanks George for all of the wonderful gifts he sent and that they are knitting him something as well. Also details Yoshiko's school schedule that is from 8-5 and leave all of the kids very tired.",12/22/1942,no,gifts (object genre);holidays;diaries;education,"Twin Falls, Idaho",42.5558,-114.4701,,George Shihei Shitamae papers,mg387_03_047,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
shitamae048,mg387_03_048.pdf,Transcription of Letter to Shihei (George) Shitamae from Fumiko Shitamae [9],"Shitamae, Fumiko ","Letter from George Shihei Shitamae's niece, Fumiko, telling him about the Christmas celebration and how they brought in the new year with Mochi and good thoughts. The family loves all of the gifts he had made them for Christmas and displays them proudly, and misses him dearly. They all helped to knit him a sweater in time for the holidays but just sent it out. ",1/18/1943,no,gifts (object genre);holidays;hope,,,,,George Shihei Shitamae papers,mg387_03_048,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
shitamae049,mg387_03_049.pdf,Transcription of Letter to Shihei (George) Shitamae from Yoshiko Shitamae [9],"Shitamae, Yoshiko","Letter from George Shihei Shitamae's niece, Yoshiko, apologizing for not writing him more frequently but that the family thinks of him all the time and wishes and does not understand why they cannot all be together. Details their holidays and asks him if he got to do anything enjoyable. Asks about his high blood pressure and tells him to be careful of eating a lot of meat. Promises to write him more often and misses him.",1/26/1943,no,holidays;weather;entertainment ,"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_049,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
shitamae050,mg387_03_050.pdf,Transcription of Letter to Shihei (George) Shitamae from Miyoko Shitamae [7],"Shitamae, Miyoko","Letter from George Shihei Shitamae's niece, Miyoko, talking to him about Seattle and how different it is and if they would even want to go back after the war and if Japanese will even be accepted there. Fumiko is leaving the camp because she got accepted to go to college in Ohio and that means Miyoko has to take over one some responsibilities. She reflecting on the circumstances they are in and states to not take anything forgranted.",2/15/1943,no,Seattle;college students;family life;weather,"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_050,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
shitamae051,mg387_03_051.pdf,Transcription of Letter to Shihei (George) Shitamae from Yoshiko Shitamae [10],"Shitamae, Yoshiko","Letter from George Shihei Shitamae's niece, Yoshiko, talking to him about how the family all had colds but everyone is feeling better and back in good health. Talks about the high school, its name, mascot and school colors. Talks about George Shihei Shitamae's great vocabulary and his niece being a spoiled but happy child.",3/1/1943,no,illness;education,"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_051,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
shitamae052,mg387_03_052.pdf,Transcription of Letter to Shihei (George) Shitamae from Fumiko Shitamae [10],"Shitamae, Fumiko ","Letter from George Shihei Shitamae's niece, Fumiko, telling him about getting ready to leave to go to Ohio for college. Camp life has spead up and there are recruiters for the Japanese Combat unit.",3/3/1943,no,college students;recruitment;weather,"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_052,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
shitamae053,mg387_03_053.pdf,Transcription of Letter to Shihei (George) Shitamae from Yoshiko Shitamae [11],"Shitamae, Yoshiko","Letter from George Shihei Shitamae's niece, Yoshiko, telling him that Fumiko has left for college and traveled with a friend. Yoshiko apologizes to him that he has been relocated for a fourth time and the family is thinking about him. They are replanting the garden again because the plants died and rabbits eat their crops.They are planning to send him some paper cherry blosssoms that they crafted.Check's up on George's blood pressure.",4/5/1943,no,college students;travel;weather;activities (general context);health,"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_053,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
shitamae054,mg387_03_054.pdf,Transcription of Letter to Shihei (George) Shitamae from Miyoko Shitamae [8],"Shitamae, Miyoko","Letter from George Shihei Shitamae's niece, Miyoko, telling him about the Spring weather. Also about Fumiko's experience in college and how much she likes it. Also asked about his blood pressure and if he needs any more celery extract. Talks about relocation to the middle east or west like Chicago but Miyoko doesn't want to live in a big city but start out smaller somewhere else.",4/9/1943,no,relocation;travel;weather;college students;family life,"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_054,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
shitamae055,mg387_03_055.jpg,Transcription of Letter to Shihei (George) Shitamae from Midori Fujii [2],"Fujii, Midori","Letter asking George Shihei Shitamae about his transfer to Santa Fe and the weather. It was Midori's 11th birthdya and they had a party and got a book as a present, also taking piano lessons. Since the weather is getting hotter they are going to the canal.",4/24/1943,no,celebrations;weather;activities (general context),,,,,George Shihei Shitamae papers,mg387_03_055,,,image/jpg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
shitamae056,mg387_03_056.pdf,Letter to Shihei (George) Shitamae [8],,Letter written in Japanese.,1943,yes,,"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_056,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn
shitamae057,mg387_03_057.jpg,Letter to Shihei (George) Shitamae from Yukiko Fujii [1],"Fujii, Yukiko","Letter asking George Shihei Shitamae about the hot weather, informs him of the families and children. People are returning to camp but that makes them miss him even more. They are moving inland in August but they don't know where. Yukiko's husband says that they are allowing people to return to Japan but they are torn and asks if he has thought of this as well.",7/20/1942,no,censorship;education;weather;travel,"Puyallup, Washington",47.1854,-122.2929,,George Shihei Shitamae papers,mg387_03_057,,,image/jpg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
shitamae058,mg387_03_058.jpg,Letter to Mrs. Fujii ,,"Letter to George Shihei Shitamae discussing the weather. The letter states the the writer was recruited by the Army. Things are becoming more mild and calm, although the family is still torn between going back to Japan and staying here.",8/5/1942,no,weather;recruitment;Japan,,,,,George Shihei Shitamae papers,mg387_03_058,,,image/jpg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
shitamae059,mg387_03_059.jpg,Letter to Shihei (George) Shitamae from Yukiko Fujii [2],"Fujii, Yukiko","Letter telling George Shihei Shitamae about the tax return situation and how there have been some errors but it is being taken care of. Kukiko thanks him for the candies he had sent and in return they sent in 8 avocados they saw when they visited Twin Falls, Idaho for the first time.",5/24/1943,no,taxes (political concept);business (commercial function);gifts (object genre),"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_059,,,image/jpg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
shitamae060,mg387_03_060.pdf,Transcription of Letter to Shihei (George) Shitamae from Yoshiko Shitamae [12],"Shitamae, Yoshiko","Letter from George Shihei Shitamae's niece, Yoshiko, asking him if he was drafted into to doing roadwork. Talks about how they got flowers and platns from the shop and it has brightened up the room. Talks about seeing real trees for the first time in 7 months that were not Victory Gardens.Asks if he still plays baseball.",5/4/1943,no,weather;gardening;trees;victory gardens,"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_060,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
shitamae061,mg387_03_061.pdf,Transcription of Letter to Shihei (George) Shitamae from Yoshiko Shitamae [13],"Shitamae, Yoshiko","Letter from George Shihei Shitamae's niece, Yoshiko, asking him about his health, he has a leaking heart. Tells him about their Vicotry Gardens and the new puppy someone gave them. Someone drowned in the canal so it is off limits for the time being.",6/22/1943,no,weather;gardening;health;gifts (object genre),"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_061,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
shitamae062,mg387_03_062.pdf,Transcription of Letter to Shihei (George) Shitamae from Fumiko Shitamae [11],"Shitamae, Fumiko ","Letter from George Shihei Shitamae's niece, Fumiko, asking about his health and if he needs any supplies. Fumiko has just finihsed her Spring semester of college and is studying dietetics so she works with the cafeteria staff to get more experience. ",7/2/1943,no,health;education;occupations (livelihoods),"Yellow Springs, Ohio",39.8064,-83.8869,,George Shihei Shitamae papers,mg387_03_062,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
shitamae063,mg387_03_063.jpg,Letter to Shihei (George) Shitamae from Yukiko Fujii [3],"Fujii, Yukiko",Letter thanking George Shihei Shitamae for the gifts for the family. Asks about his health and if he needs anything. Yukiko asks for the name of the American gentleman to write to on his behalf and vouch for George's patriotism for America to see if there is anything to do be done to get the family back together ,7/9/1943,no,gifts (object genre);activities (general context);affidavits,"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_063,,,image/jpg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
shitamae064,mg387_03_064.pdf,Letter to Shihei (George) Shitamae [9],,Letter written in Japanese.,7/2/1943,no,,,,,,George Shihei Shitamae papers,mg387_03_064,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn
shitamae065,mg387_03_065.pdf,Letter to Shihei (George) Shitamae [10],,Letter written in Japanese.,8/3/1943,no,,,,,,George Shihei Shitamae papers,mg387_03_065,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn
shitamae066,mg387_03_066.jpg,Letter to Mr. Spengler ,,Letter written to Mr. Spengler asking him to vouch for her brother's (George Shihei Shitamae) patriotism and character towards the United States. Enclosed was an affidavit for the testimonies for the release of internees and money to cover the notarity fee.,8/3/1943,no,affidavits;testimonies,"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_066,,,image/jpg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
shitamae067,mg387_03_067.pdf,Letter to Shihei (George) Shitamae [11],,Letter written in Japanese.,1943,yes,,,,,,George Shihei Shitamae papers,mg387_03_067,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn
shitamae068,mg387_03_068.pdf,Letter from Shihei (George) Shitamae to Yoshiko Shitamae and letter written in Japanese. ,"Shitamae, Shihei (George)",Letter in Japanese with English written on the back of the page. The English on the back is a letter written from George Shihei Shitamae to Yoshiko. ,10/20/1943,no,,,,,,George Shihei Shitamae papers,mg387_03_068,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng;jpn
shitamae069,mg387_03_069.pdf,Letter to Shihei (George) Shitamae [12],,Letter written in Japanese.,1943,yes,,,,,,George Shihei Shitamae papers,mg387_03_069,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn
shitamae070,mg387_03_070.pdf,Transcription of Letter to Shihei (George) Shitamae from Yoshiko Shitamae [14],"Shitamae, Yoshiko","Letter from George Shihei Shitamae's niece, Yoshiko, asking him about his health and the recent fire in Sante Fe, also thanking him for the gifts and candies he has sent the family. Yoshiko has left the hospital job and is now workin in the administrative building with a lot more responsibility. ",7/6/1943,no,weather;occupations (livelihoods);gifts (object genre);health ,"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_070,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
shitamae071,mg387_03_071.pdf,Transcription of Letter to Shihei (George) Shitamae from Miyoko Shitamae [9],"Shitamae, Miyoko","Letter from George Shihei Shitamae's niece, Miyoko, telling him about the family and the parent's health. The weather is very hot and contributes to health concerns. The WRA has cut down on staff and Miyoko was let go from their job.",8/15/1943,no,weather;firing (management function);occupations (livelihoods);health ,"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_071,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
shitamae072,mg387_03_072.pdf,Transcription of Letter to Shihei (George) Shitamae from Yoshiko Shitamae [15],"Shitamae, Yoshiko","Letter starts halfway and is not complete. Letter from George Shihei Shitamae's niece, Yoshiko. It talks about being let go from their job but since school is starting they couldn't do both anyway Their pet dog is a nuisance. They went to the canal to enjoy the water.",1943,yes,weather;firing (management function);health;activities (general context);education;pets (domestic animals),,,,,George Shihei Shitamae papers,mg387_03_072,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
shitamae073,mg387_03_073.pdf,Letter to Shihei (George) Shitamae [13],,Letter written in Japanese.,8/23/1943,no,,,,,,George Shihei Shitamae papers,mg387_03_073,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn
shitamae074,mg387_03_074.pdf,Transcription of Letter to Shihei (George) Shitamae from Yoshiko Shitamae [16],"Shitamae, Yoshiko","Letter from George Shihei Shitamae's niece, Yoshiko, telling him that the boys and girls of the neighborhood are temporarily helping harvest potatoes in Oakley, Idaho and it is very hard work. Thanks him for the gifts and hopes he is doing well and is in good health.",10/10/1943,no,farming;education;weather;gifts (object genre),"Oakley, Idaho",42.2432,-113.882,,George Shihei Shitamae papers,mg387_03_074,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
shitamae075,mg387_03_075.pdf,Transcription of Letter to Shihei (George) Shitamae from Miyoko Shitamae [10],"Shitamae, Miyoko","Letter from George Shihei Shitamae's niece, Miyoko, thanking him for the goddies and treats for the family. They are segregating internees based on their loyalty to Japan over the US and more people from Jule Lake are moving into the camp.",9/5/1943,no,segregation;loyalty;gifts (object genre);health;weather,"Minidoka, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_075,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
shitamae076,mg387_03_076.pdf,Letter to Shihei (George) Shitamae [14],,Letter written in Japanese.,10/28/1943,no,,,,,,George Shihei Shitamae papers,mg387_03_076,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn
shitamae077,mg387_03_077.jpg,Letter to Shihei (George) Shitamae [15],,Letter written in Japanese.,10/27/1943,no,,,,,,George Shihei Shitamae papers,mg387_03_077,,,image/jpg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn
shitamae078,mg387_03_078.jpg,Transcription of Letter to Shihei (George) Shitamae from Midori Fujii [3],"Fujii, Midori",Letter telling George Shihei Shitamae about their father's business trip in Chicago. More people are coming into camp from Jule Lake. The children are starting school soon.,10/11/1943,no,education;travel;family life,"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_078,,,image/jpg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
shitamae079,mg387_03_079.jpg,Transcription of Letter to Midori Fujii from Shihei (George) Shitamae,"Shitamae,Shihei",Letter written by George Shihei Shitamae telling Midori about the importance of health and staying healthy to live a happy long life. Asks about the family and hopes they are all in good health too.,10/28/1943,no,health;travel;business (commercial function),"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_079,,,image/jpg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
shitamae080,mg387_03_080.pdf,Transcription of Letter to Shihei (George) Shitamae from Miyoko Shitamae [11],"Shitamae, Miyoko","Letter from George Shihei Shitamae's niece, Miyoko, thanking him for the gifts and talks about the surprise that he is working on the railroad and wonders if he could visit Idaho. Tells him about working in the field and harvesting potatoes and sugar beets. Asks about his rehearing and if they will see him soon, the weather is turning to winter and it is getting very snowy in Idaho.",10/29/1943,no,health;harvesting;farms;gifts (object genre);hearings (event);railroads,"Oakley, Idaho",42.2432,-113.882,,George Shihei Shitamae papers,mg387_03_080,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
shitamae081,mg387_03_081.pdf,Transcription of Letter to Shihei (George) Shitamae from Yoshiko Shitamae [17],"Shitamae, Yoshiko","Letter from George Shihei Shitamae's niece, Yoshiko, thanking him for the gifts he sent and tells him that they are done with the harvest and are back in Hunt, Idaho. Asks about his rehearing and hopes that they will be reunited soon.",11/7/1943,no,health;harvesting;travel;farms;gifts (object genre);weather,"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_081,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
